Name;incr_pd_notation
10_150;[[13, 1, 14, 20], [1, 15, 2, 14], [2, 7, 3, 8], [18, 4, 19, 3], [4, 10, 5, 9], [5, 17, 6, 16], [11, 7, 12, 6], [8, 19, 9, 20], [10, 18, 11, 17], [15, 13, 16, 12]]
10_151;[[20, 6, 1, 5], [6, 2, 7, 1], [2, 18, 3, 17], [16, 4, 17, 3], [4, 8, 5, 7], [8, 13, 9, 14], [14, 9, 15, 10], [19, 11, 20, 10], [11, 19, 12, 18], [12, 15, 13, 16]]
10_152;[[15, 20, 16, 1], [1, 16, 2, 17], [17, 2, 18, 3], [8, 3, 9, 4], [4, 9, 5, 10], [10, 5, 11, 6], [6, 13, 7, 14], [14, 7, 15, 8], [11, 18, 12, 19], [19, 12, 20, 13]]
10_153;[[20, 5, 1, 6], [6, 1, 7, 2], [2, 7, 3, 8], [16, 3, 17, 4], [4, 17, 5, 18], [13, 9, 14, 8], [9, 15, 10, 14], [19, 11, 20, 10], [11, 19, 12, 18], [15, 13, 16, 12]]
10_154;[[20, 6, 1, 5], [6, 2, 7, 1], [2, 18, 3, 17], [16, 4, 17, 3], [4, 8, 5, 7], [13, 9, 14, 8], [9, 15, 10, 14], [19, 11, 20, 10], [11, 19, 12, 18], [15, 13, 16, 12]]
10_155;[[13, 1, 14, 20], [1, 15, 2, 14], [15, 3, 16, 2], [8, 4, 9, 3], [4, 12, 5, 11], [18, 5, 19, 6], [6, 19, 7, 20], [12, 8, 13, 7], [16, 9, 17, 10], [10, 17, 11, 18]]
10_156;[[20, 18, 1, 17], [12, 1, 13, 2], [2, 11, 3, 12], [3, 16, 4, 17], [9, 4, 10, 5], [14, 5, 15, 6], [6, 13, 7, 14], [18, 8, 19, 7], [8, 20, 9, 19], [15, 10, 16, 11]]
10_157;[[20, 15, 1, 16], [8, 2, 9, 1], [2, 10, 3, 9], [3, 17, 4, 16], [17, 5, 18, 4], [5, 10, 6, 11], [6, 14, 7, 13], [14, 8, 15, 7], [11, 19, 12, 18], [19, 13, 20, 12]]
10_158;[[20, 16, 1, 15], [14, 2, 15, 1], [2, 14, 3, 13], [3, 9, 4, 8], [11, 5, 12, 4], [5, 18, 6, 19], [19, 6, 20, 7], [7, 13, 8, 12], [9, 16, 10, 17], [17, 10, 18, 11]]
10_159;[[13, 20, 14, 1], [1, 9, 2, 8], [2, 15, 3, 16], [16, 3, 17, 4], [4, 17, 5, 18], [5, 10, 6, 11], [19, 6, 20, 7], [7, 13, 8, 12], [9, 14, 10, 15], [11, 19, 12, 18]]
10_160;[[20, 16, 1, 15], [8, 1, 9, 2], [13, 3, 14, 2], [3, 13, 4, 12], [17, 5, 18, 4], [10, 6, 11, 5], [6, 20, 7, 19], [14, 7, 15, 8], [16, 10, 17, 9], [11, 19, 12, 18]]
10_161;[[20, 7, 1, 8], [1, 12, 2, 13], [13, 2, 14, 3], [3, 14, 4, 15], [17, 4, 18, 5], [5, 11, 6, 10], [6, 19, 7, 20], [8, 15, 9, 16], [16, 9, 17, 10], [11, 18, 12, 19]]
10_162;[[15, 1, 16, 20], [1, 9, 2, 8], [2, 14, 3, 13], [12, 4, 13, 3], [7, 5, 8, 4], [5, 17, 6, 16], [17, 7, 18, 6], [9, 15, 10, 14], [10, 20, 11, 19], [18, 12, 19, 11]]
10_163;[[7, 20, 8, 1], [1, 14, 2, 15], [2, 9, 3, 10], [10, 3, 11, 4], [4, 18, 5, 17], [16, 6, 17, 5], [6, 16, 7, 15], [13, 9, 14, 8], [18, 11, 19, 12], [12, 19, 13, 20]]
10_164;[[9, 1, 10, 20], [1, 9, 2, 8], [7, 3, 8, 2], [16, 3, 17, 4], [4, 12, 5, 11], [18, 6, 19, 5], [6, 13, 7, 14], [10, 16, 11, 15], [12, 17, 13, 18], [14, 20, 15, 19]]
10_165;[[20, 16, 1, 15], [8, 1, 9, 2], [13, 3, 14, 2], [3, 13, 4, 12], [17, 5, 18, 4], [5, 10, 6, 11], [19, 6, 20, 7], [14, 7, 15, 8], [9, 16, 10, 17], [11, 19, 12, 18]]
