name,seifert_matrix,det_seifert_matrix,laplacian,det_laplacian,alexander_polynomial
Name,Seifert Matrix,Error,Laplacian,Laplacian Determinant,Alexander
11a_129,"[[ 1, 0, 0, 0, 0, 0, 0, 0], [ -1, -1, -1, -1, 0, -1, -1, -1], [ 0, 0, 1, 0, 1, 0, 1, 0], [ 0, 0, 1, 1, 1, 0, 1, 1], [ 0, 0, 0, 0, 1, 0, 0, 0], [ -1, 0, 0, -1, 0, -1, 0, 0], [ 0, 0, 0, 0, 1, 0, 1, 0], [ 0, 0, 1, 0, 1, 0, 1, 1]]",1,,,1-6*t+15*t^2-22*t^3+25*t^4-22*t^5+15*t^6-6*t^7+t^8
11a_130,"[[ 1, 0, 0, 0, 0, 0], [ -1, -1, 1, -1, 0, -1], [ 0, 0, 2, 0, -1, 0], [ 0, 0, -1, 1, 1, 0], [ 0, 0, 0, 0, 1, 0], [ -1, 0, 0, -1, 0, -1]]",2,,,2-12*t+29*t^2-37*t^3+29*t^4-12*t^5+2*t^6
11a_131,"[[ 1, 0, 0, 0, 0, 0, 0, 0], [ -1, -1, -1, -1, 0, -1, -1, -1], [ -1, 0, -1, -1, 0, 0, -1, 0], [ 0, 0, 0, 1, 1, 0, 1, 1], [ 0, 0, 0, 0, 1, 0, 0, 0], [ -1, 0, -1, -1, 0, -1, -1, -1], [ 0, 0, 0, 0, 1, 0, 1, 1], [ 0, 0, 0, 0, 1, 0, 0, 1]]",-1,,,1-6*t+16*t^2-27*t^3+31*t^4-27*t^5+16*t^6-6*t^7+t^8
11a_132,"[[ 1, 0, 0, 0, 0, 0], [ 0, 1, 0, 0, 0, 0], [ 0, -1, -1, -1, 0, -1], [ 1, 0, 0, -2, 1, 0], [ -1, -1, 0, 0, -1, 0], [ 0, -1, 0, -1, 0, -1]]",2,,,2-13*t+32*t^2-41*t^3+32*t^4-13*t^5+2*t^6
11a_133,"[[ -1, 1, 0, -1], [ 0, -3, 0, 1], [ 0, 0, 1, -1], [ 0, 1, 0, -2]]",-5,,,5-20*t+29*t^2-20*t^3+5*t^4
11a_134,"[[ -1, -1, -1, 0, 0, -1], [ 0, -2, -1, 0, 0, -2], [ 0, -1, -2, 0, 0, -1], [ 0, 0, 1, 1, 1, 0], [ 0, 0, 0, 0, 1, 0], [ 0, -1, -1, 0, 0, -2]]",3,,,3-13*t+28*t^2-35*t^3+28*t^4-13*t^5+3*t^6
11a_135,"[[ 1, 0, 0, 0, 0, 0], [ 0, -1, 0, 0, 0, -1], [ 1, -1, -2, 0, -2, 0], [ 0, 0, 0, 1, 0, 0], [ 1, -1, -1, -1, -2, -1], [ 0, 0, 0, 1, 0, 1]]",-2,,,2-13*t+36*t^2-51*t^3+36*t^4-13*t^5+2*t^6
11a_136,"[[ 1, 0, 0, 0, 0, 0], [ -1, -1, 0, -1, -1, -1], [ 0, 0, 2, 0, 0, 1], [ 0, 0, -1, 1, 0, 0], [ -1, 0, 0, -1, -1, 0], [ 0, 0, 0, 0, 0, 1]]",2,,,2-14*t+39*t^2-53*t^3+39*t^4-14*t^5+2*t^6
11a_137,"[[ 1, 0, 0, 0, 0, 0], [ 0, 1, 1, 0, 0, 1], [ 0, 0, 1, 0, 0, 0], [ 1, 1, 0, -2, 1, 1], [ -1, -1, 0, 0, -1, 0], [ 0, 0, 1, 0, 0, 1]]",2,,,2-12*t+26*t^2-31*t^3+26*t^4-12*t^5+2*t^6
11a_138,"[[ -1, 0, 0, 0, -1, 0], [ 0, 1, 0, 0, 0, 0], [ 0, 0, 1, -1, 1, 1], [ 0, -1, 0, -1, 1, 0], [ 0, 1, 0, 0, -2, 0], [ 1, 0, 0, -1, 1, 1]]",-2,,,2-14*t+38*t^2-53*t^3+38*t^4-14*t^5+2*t^6
11a_139,"[[ -1, 0, 0, 0, 0, 0, 0, 0], [ 0, -1, 0, 0, 0, -1, 0, 0], [ -1, 0, -1, 0, 0, 0, 0, 0], [ -1, 0, -1, 1, 0, -1, 0, 0], [ -1, 0, -1, 1, 1, -1, 0, 1], [ 0, 0, 0, 0, 0, -1, 0, 0], [ 0, -1, 0, 0, 0, -1, -1, 0], [ -1, 0, -1, 1, 0, -1, 0, 1]]",-1,,,1-5*t+12*t^2-20*t^3+23*t^4-20*t^5+12*t^6-5*t^7+t^8
11a_140,"[[ -1, 0, 0, 0, 0, 0], [ 0, -1, 0, -1, 0, 0], [ -1, 0, -1, 0, 0, 0], [ 0, 0, 0, -1, 0, 0], [ 0, -1, 0, -1, -1, 0], [ 1, 0, 1, 1, 0, 2]]",-2,,,2-8*t+14*t^2-17*t^3+14*t^4-8*t^5+2*t^6
11a_141,"[[ 1, 0, 0, 0, 0, 0], [ 0, -1, 0, 0, 0, -1], [ 1, -1, -2, -1, -1, -1], [ 0, 0, 0, 1, 1, 0], [ 0, 0, 0, 0, 1, 0], [ 0, 0, 0, 1, 1, 1]]",2,,,2-11*t+24*t^2-29*t^3+24*t^4-11*t^5+2*t^6
11a_142,"[[ 1, 0, 0, 0, 0, 1, 0, 0], [ 0, -1, -1, 0, 0, 0, 0, 0], [ 0, 0, 1, 0, 0, 0, 0, 0], [ 1, -1, 0, 1, 0, 1, 1, 0], [ 1, -1, 0, 1, 1, 1, 1, 1], [ 0, 0, 0, 0, 0, 1, 0, 0], [ 1, 0, 0, 0, 0, 1, 1, 0], [ 1, -1, 0, 1, 0, 1, 1, 1]]",-1,,,1-5*t+8*t^2-10*t^3+11*t^4-10*t^5+8*t^6-5*t^7+t^8
11a_143,"[[ 2, 0, 0, 0, 0, 0], [ 0, -1, -1, 0, 0, 0], [ 0, 0, 1, 0, 0, 0], [ -1, -1, 0, 1, 0, 0], [ -1, -1, 0, 1, 1, 1], [ -1, -1, 0, 1, 0, 1]]",-2,,,2-11*t+20*t^2-23*t^3+20*t^4-11*t^5+2*t^6
11a_144,"[[ 1, 0, 0, 1, 0, 0], [ 0, -1, -1, 0, 0, 0], [ 0, 0, 1, 0, 0, 0], [ 0, 0, 0, 1, 0, 0], [ 1, 0, 0, 1, 1, 0], [ -1, 1, 0, -1, -1, 2]]",-2,,,2-10*t+16*t^2-17*t^3+16*t^4-10*t^5+2*t^6
11a_145,"[[ 2, 0, 0, 0], [ 0, -1, -1, 0], [ 0, 0, 1, 0], [ 1, 1, 0, 2]]",-4,,,4-21*t+33*t^2-21*t^3+4*t^4
11a_146,"[[ 1, 0, 0, 0, 0, 1, 0, 0], [ 0, -1, -1, 0, 0, 0, 0, 0], [ 0, 0, 1, 0, 0, 0, 0, 0], [ 0, -1, -1, -1, 0, 0, 0, 0], [ 1, -1, 0, -1, 1, 1, -1, 1], [ 0, 0, 0, 0, 0, 1, 0, 0], [ 0, -1, -1, -1, 0, 0, -1, 0], [ 1, 0, 0, -1, 0, 1, -1, 1]]",-1,,,1-6*t+15*t^2-25*t^3+29*t^4-25*t^5+15*t^6-6*t^7+t^8
11a_147,"[[ -1, 0, 0, 0, 0, 0, 0, 0], [ 0, -1, 0, 0, 0, -1, 0, 0], [ -1, 0, -1, 0, 0, 0, 0, 0], [ -1, -1, -1, 1, 1, -1, -1, 1], [ 0, 0, 0, 0, 1, 0, 0, 0], [ 0, 0, 0, 0, 0, -1, 0, 0], [ 0, -1, 0, 0, 0, -1, -1, 0], [ 0, -1, 0, 0, 1, 0, -1, 1]]",-1,,,1-6*t+17*t^2-32*t^3+39*t^4-32*t^5+17*t^6-6*t^7+t^8
11a_148,"[[ 1, 0, 0, 0], [ -1, -3, 1, -1], [ 1, 2, -2, 1], [ 0, -1, 0, -2]]",-7,,,7-29*t+43*t^2-29*t^3+7*t^4
11a_149,"[[ 1, 0, 0, 0, 0, 0], [ 0, -1, 0, 0, 0, -1], [ 1, -1, -2, -2, -2, 0], [ 1, -1, -1, -2, -1, -1], [ 1, -1, -1, -2, -2, 0], [ 0, 0, 0, 0, 0, 1]]",2,,,2-12*t+30*t^2-39*t^3+30*t^4-12*t^5+2*t^6
11a_150,"[[ 2, 0, 0, 1, 0, 1], [ 0, -1, -1, 0, 0, 0], [ 0, 0, 1, 0, 0, 0], [ 0, -1, 0, 1, 0, 0], [ -1, -1, 0, 0, 1, 0], [ 0, -1, 0, 1, 0, 1]]",-2,,,2-13*t+29*t^2-37*t^3+29*t^4-13*t^5+2*t^6
11a_151,"[[ 1, 0, 0, -1, 0, -1, 1, 0], [ 0, -1, -1, 0, 0, 0, 0, 0], [ 0, 0, 1, 0, 0, 0, 0, 0], [ 0, -1, -1, -1, 0, 0, 0, 0], [ 1, -1, 0, -1, 1, -1, 1, 1], [ 0, -1, -1, -1, 0, -1, 0, 0], [ 0, 0, 0, -1, 0, -1, 1, 0], [ 1, 0, 0, -1, 0, -1, 1, 1]]",-1,,,1-6*t+15*t^2-26*t^3+31*t^4-26*t^5+15*t^6-6*t^7+t^8
11a_152,"[[ 2, 0, 0, 1, 0, 1], [ 0, -1, -1, 0, 0, 0], [ 0, 0, 1, 0, 0, 0], [ 0, -1, -1, -1, 0, 0], [ -1, -1, 0, -1, 1, -1], [ 0, -1, -1, -1, 0, -1]]",-2,,,2-12*t+27*t^2-35*t^3+27*t^4-12*t^5+2*t^6
11a_153,"[[ -1, -1, 0, 0, 0, 0], [ 0, -2, 0, 0, 0, 0], [ 0, 1, 1, 0, -1, 0], [ 0, 1, 1, 1, -1, 1], [ 0, 0, 0, 0, -1, 0], [ 0, 1, 1, 0, -1, 1]]",-2,,,2-10*t+20*t^2-25*t^3+20*t^4-10*t^5+2*t^6
11a_154,"[[ -1, -1, 0, 0], [ 0, -2, 0, 0], [ 0, 0, -1, 0], [ 0, -1, 1, 2]]",-4,,,4-17*t+25*t^2-17*t^3+4*t^4
11a_155,"[[ -1, 0, 0, 0, 0, 0], [ 0, 2, 0, 1, 1, 0], [ -1, 0, -1, 0, 0, 0], [ -1, 0, -1, 1, 0, 0], [ 0, 1, 0, 0, 2, 0], [ -1, -1, -1, 0, -1, 1]]",3,,,3-16*t+40*t^2-53*t^3+40*t^4-16*t^5+3*t^6
11a_156,"[[ -1, -1, -1, -1, 0, 0, 0, 0], [ 0, -1, -1, 0, 0, 0, 0, 0], [ 0, 0, 1, 0, 0, 0, 0, 0], [ 0, -1, -1, -1, 0, 0, 0, 0], [ -1, -1, 0, -1, 1, 0, 1, 0], [ -1, -1, 0, -1, 1, 1, 1, 1], [ 0, 0, 0, 0, 0, 0, 1, 0], [ -1, -1, 0, -1, 1, 0, 1, 1]]",-1,,,1-5*t+11*t^2-18*t^3+21*t^4-18*t^5+11*t^6-5*t^7+t^8
11a_157,"[[ -1, -1, -1, 0, -1, 0, 0, 0], [ 0, -1, -1, 0, 0, 0, 0, 0], [ 0, 0, 1, 0, 0, 0, 0, 0], [ -1, 0, 0, 1, 0, 0, 1, 0], [ 0, -1, -1, 0, -1, 0, 0, 0], [ -1, -1, 0, 1, -1, 1, 1, 1], [ 0, 0, 0, 0, 0, 0, 1, 0], [ -1, 0, 0, 1, 0, 0, 1, 1]]",-1,,,1-6*t+16*t^2-28*t^3+33*t^4-28*t^5+16*t^6-6*t^7+t^8
11a_158,"[[ -1, 0, 0, 0, 0, 0, 0, 0], [ 0, 1, 0, 0, 0, 0, 1, 0], [ -1, 0, -1, 0, 0, 0, 0, 0], [ -1, 1, -1, 1, 1, 0, 1, 0], [ 0, 1, 0, 0, 1, 0, 1, 0], [ -1, 1, -1, 1, 1, 1, 1, 0], [ 0, 0, 0, 0, 0, 0, 1, 0], [ 0, -1, 0, -1, -1, 0, 0, -1]]",-1,,,1-5*t+14*t^2-25*t^3+29*t^4-25*t^5+14*t^6-5*t^7+t^8
11a_159,"[[ -1, 0, 0, 0, 0, 0], [ -1, -1, 0, 0, 0, 0], [ -1, -1, 1, -1, 0, 0], [ 0, 0, 0, -1, 0, 0], [ 0, 0, 0, 1, 1, -1], [ 0, 0, 0, 0, 0, -1]]",1,,,1-9*t+27*t^2-37*t^3+27*t^4-9*t^5+t^6
11a_160,"[[ -1, 0, 0, 0, 0, 0, 0, 0], [ 0, 1, 0, 0, 0, 0, 1, 0], [ -1, 0, -1, 0, 0, 0, 0, 0], [ -1, 1, -1, 1, 1, 0, 1, 0], [ 0, 1, 0, 0, 1, 0, 1, 0], [ 0, -1, 0, -1, -1, -1, 0, 0], [ 0, 0, 0, 0, 0, 0, 1, 0], [ 0, -1, 0, 0, -1, -1, 0, -1]]",1,,,1-6*t+17*t^2-30*t^3+37*t^4-30*t^5+17*t^6-6*t^7+t^8
11a_161,"[[ 1, 0, 0, 0, 0, 0], [ 1, -2, 0, 0, 0, 0], [ 0, 1, 1, 0, 1, 0], [ 0, 1, 1, 1, 1, 1], [ 0, 0, 0, 0, 1, 0], [ 0, 1, 1, 0, 1, 1]]",-2,,,2-8*t+12*t^2-13*t^3+12*t^4-8*t^5+2*t^6
11a_162,"[[ 1, 0, 0, 1, 0, 0, -1, 0], [ 0, -1, -1, 0, 0, 0, 0, 0], [ 0, 0, 1, 0, 0, 0, 0, 0], [ 0, 0, 0, 1, 0, 0, -1, 0], [ 0, -1, -1, 0, -1, 0, 0, 0], [ 1, -1, 0, 1, -1, 1, -1, 1], [ 0, -1, -1, 0, -1, 0, -1, 0], [ 1, 0, 0, 1, -1, 0, -1, 1]]",-1,,,1-7*t+20*t^2-35*t^3+41*t^4-35*t^5+20*t^6-7*t^7+t^8
11a_163,"[[ -1, -1, -1, 0, -1, 0, 0, 0], [ 0, -1, -1, 0, 0, 0, 0, 0], [ 0, 0, 1, 0, 0, 0, 0, 0], [ -1, -1, -1, -1, -1, 0, 0, 0], [ 0, -1, -1, 0, -1, 0, 0, 0], [ -1, -1, 0, -1, -1, 1, -1, 1], [ -1, -1, -1, -1, -1, 0, -1, 0], [ 0, 0, 0, -1, 0, 0, -1, 1]]",-1,,,1-6*t+15*t^2-24*t^3+27*t^4-24*t^5+15*t^6-6*t^7+t^8
11a_164,"[[ 1, 0, 0, 0, 0, 0, 0, 0], [ -1, -1, -1, -1, -1, -1, -1, -1], [ -1, 0, -1, -1, 0, -1, 0, -1], [ 0, 0, 0, 1, 1, 0, 0, 1], [ 0, 0, 0, 0, 1, 0, 0, 0], [ -1, 0, 0, -1, 0, -1, 0, 0], [ -1, 0, -1, -1, -1, -1, -1, -1], [ 0, 0, 0, 0, 1, 0, 0, 1]]",1,,,1-7*t+20*t^2-35*t^3+43*t^4-35*t^5+20*t^6-7*t^7+t^8
11a_165,"[[ -1, 0, 0, 0, 0, 0], [ 0, -2, 0, 0, 0, 0], [ -1, 0, -1, 0, 0, 0], [ -1, 1, -1, 1, 0, 0], [ -1, 1, -1, 1, 1, 1], [ -1, 1, -1, 1, 0, 1]]",-2,,,2-9*t+18*t^2-23*t^3+18*t^4-9*t^5+2*t^6
11a_166,"[[ -1, 0, 0, 0], [ 0, -2, 0, 0], [ -1, 0, -1, 0], [ 1, -1, 1, 2]]",-4,,,4-15*t+21*t^2-15*t^3+4*t^4
11a_167,"[[ -1, 0, -1, 0, 0, 0], [ 0, 1, 0, 0, 0, 0], [ 0, 1, -2, 0, 0, 0], [ -1, 0, -1, -1, 0, 0], [ 0, 0, 1, 0, 1, 1], [ 1, 0, 1, 0, 0, 1]]",-2,,,2-11*t+26*t^2-35*t^3+26*t^4-11*t^5+2*t^6
11a_168,"[[ 1, 0, 0, 0, 0, 0], [ -1, -1, 1, 0, 0, 0], [ 1, 0, -2, 0, 0, 0], [ 0, -1, 1, 1, -1, 1], [ -1, -1, 1, 0, -1, 0], [ 0, -1, 0, 0, -1, 1]]",-2,,,2-12*t+29*t^2-39*t^3+29*t^4-12*t^5+2*t^6
11a_169,"[[ 2, 0, 0, 1, 1, 1], [ 0, -1, -1, 0, 0, 0], [ 0, 0, 1, 0, 0, 0], [ 0, -1, -1, -1, 0, 0], [ 0, -1, 0, 0, 1, 0], [ 0, -1, -1, -1, 0, -1]]",-2,,,2-12*t+28*t^2-37*t^3+28*t^4-12*t^5+2*t^6
11a_170,"[[ -1, 0, 0, 0, 0, 0, 0, 0], [ 0, -1, 0, 0, 0, 0, -1, -1], [ -1, 0, -1, 0, 0, 0, 0, 0], [ -1, 0, -1, 1, 1, 0, 1, 0], [ 0, 0, 0, 0, 1, 0, 1, 0], [ -1, 0, -1, 1, 1, 1, 1, 0], [ 0, 0, 0, 0, 0, 0, 1, 0], [ 0, 0, 0, -1, -1, 0, -1, -1]]",1,,,1-6*t+20*t^2-40*t^3+51*t^4-40*t^5+20*t^6-6*t^7+t^8
11a_171,"[[ -1, 0, 0, 0, 0, 0, 0, 0], [ 0, -1, 0, 0, 0, -1, -1, -1], [ -1, 0, -1, 0, 0, 0, 0, 0], [ -1, 0, -1, 1, 1, 0, 1, 0], [ 0, 0, 0, 0, 1, 0, 1, 0], [ 0, 0, 0, -1, -1, -1, -1, 0], [ 0, 0, 0, 0, 0, 0, 1, 0], [ 0, 0, 0, 0, -1, -1, -1, -1]]",-1,,,1-7*t+21*t^2-39*t^3+47*t^4-39*t^5+21*t^6-7*t^7+t^8
11a_172,"[[ -1, 0, 0, -1, 0, 0], [ 0, 1, 0, 0, 0, 0], [ 0, -1, -1, 1, 0, 0], [ 0, 1, 0, -2, 0, 0], [ 1, 0, -1, 1, 1, -1], [ 0, -1, -1, 1, 0, -1]]",2,,,2-13*t+33*t^2-43*t^3+33*t^4-13*t^5+2*t^6
11a_173,"[[ -1, 0, -1, 0, 0, 0], [ 0, -1, -1, 0, 0, -1], [ 0, 0, -2, 0, 0, -1], [ 0, -1, 0, 1, -1, 0], [ 0, -1, -1, 0, -1, 0], [ 0, 0, 0, 0, 0, 1]]",2,,,2-12*t+32*t^2-43*t^3+32*t^4-12*t^5+2*t^6
11a_174,"[[ -1, 0, 0, 0, 0, 0, 0, 0], [ 0, 1, 0, 0, 0, 1, 0, 0], [ 0, 0, -1, 0, 0, 0, -1, 0], [ -1, 0, 0, -1, 0, 0, 0, 0], [ -1, 1, 0, -1, 1, 1, 1, 1], [ 0, 0, 0, 0, 0, 1, 0, 0], [ 0, 1, 0, 0, 0, 1, 1, 0], [ 0, 1, 0, 0, 0, 1, 1, 1]]",-1,,,1-5*t+11*t^2-15*t^3+15*t^4-15*t^5+11*t^6-5*t^7+t^8
11a_175,"[[ -1, 0, 0, 0, 0, 0, 0, 0], [ 0, 1, 0, 0, 0, 1, 0, 0], [ 0, 0, -1, 0, 0, 0, -1, 0], [ -1, 0, 0, -1, 0, 0, 0, 0], [ -1, 1, 0, -1, 1, 1, 0, 1], [ 0, 0, 0, 0, 0, 1, 0, 0], [ 0, 0, 0, 0, 0, 0, -1, 0], [ 0, 1, 1, 0, 0, 1, 1, 1]]",1,,,1-5*t+13*t^2-21*t^3+25*t^4-21*t^5+13*t^6-5*t^7+t^8
11a_176,"[[ -1, 0, 0, 0, 0, 0, 0, 0], [ 0, -1, -1, 0, 0, -1, -1, 0], [ 0, 0, -1, 0, 0, -1, 0, 0], [ -1, 0, 0, -1, 0, 0, 0, 0], [ -1, 0, 0, -1, 1, 1, 0, 1], [ 0, 0, 0, 0, 0, 1, 0, 0], [ 0, 0, -1, 0, 0, -1, -1, 0], [ 0, 0, 0, 0, 0, 1, 0, 1]]",-1,,,1-5*t+13*t^2-23*t^3+27*t^4-23*t^5+13*t^6-5*t^7+t^8
11a_177,"[[ -1, 0, 0, 0, 0, 0, 0, 0], [ 0, -1, -1, 0, 0, -1, -1, 0], [ 0, 0, -1, 0, 0, 0, -1, 0], [ -1, 0, 0, -1, 0, 0, 0, 0], [ -1, 0, 0, -1, 1, 0, 0, 1], [ 0, 0, -1, 0, 0, -1, -1, 0], [ 0, 0, 0, 0, 0, 0, -1, 0], [ 0, 1, 1, 0, 0, 1, 1, 1]]",1,,,1-5*t+13*t^2-19*t^3+21*t^4-19*t^5+13*t^6-5*t^7+t^8
11a_178,"[[ -1, 0, 0, 0, 0, 0], [ 0, -1, 1, 0, 0, 0], [ 0, 0, -2, 0, 0, 0], [ -1, 0, 0, -1, 0, 0], [ -1, 0, 0, -1, 1, 1], [ 0, 1, -1, 0, 0, 1]]",2,,,2-11*t+29*t^2-39*t^3+29*t^4-11*t^5+2*t^6
11a_179,"[[ 1, 0, 0, 0, 0, 0, 0, 0], [ -1, -1, -1, -1, 0, -1, -1, -1], [ -1, 0, -1, -1, 0, 0, -1, -1], [ -1, 0, 0, -1, 0, 0, 0, -1], [ 0, 0, 0, 0, 1, 0, 0, 0], [ -1, 0, -1, -1, 0, -1, -1, -1], [ -1, 0, 0, -1, 0, 0, -1, -1], [ -1, 0, 0, 0, -1, 0, 0, -1]]",1,,,1-5*t+9*t^2-9*t^3+9*t^4-9*t^5+9*t^6-5*t^7+t^8
11a_180,"[[ 1, 0, 0, 0, 0, 0, 0, 0], [ -1, -1, -1, 0, 0, -1, -1, 0], [ -1, 0, -1, 0, 0, 0, -1, 0], [ 0, 0, 0, 1, 0, 0, 0, 0], [ 0, 0, 0, 1, 1, 0, 0, 1], [ -1, 0, -1, 0, 0, -1, -1, 0], [ -1, 0, 0, -1, -1, 0, -1, -1], [ 0, 0, 0, 1, 0, 0, 0, 1]]",1,,,1-5*t+11*t^2-17*t^3+21*t^4-17*t^5+11*t^6-5*t^7+t^8
11a_181,"[[ 1, 0, 0, 0, 0, 0], [ -1, -1, 1, -1, 0, -1], [ 1, 0, -2, 1, 0, 1], [ -1, 0, 0, -1, 0, -1], [ 0, 0, 0, 0, 1, 0], [ -1, 0, 0, 0, -1, -1]]",2,,,2-11*t+23*t^2-27*t^3+23*t^4-11*t^5+2*t^6
11a_182,"[[ 1, 0, 0, 0, 0, 0, 0, 0], [ -1, -1, 0, 0, 0, -1, 0, 0], [ 0, 0, 1, 0, 0, 0, 0, 0], [ 0, 0, 1, 1, 0, 0, 1, 0], [ 0, 0, 1, 1, 1, 0, 1, 1], [ -1, 0, -1, -1, -1, -1, -1, -1], [ 0, 0, 1, 0, 0, 0, 1, 0], [ 0, 0, 1, 1, 0, 0, 1, 1]]",1,,,1-5*t+11*t^2-13*t^3+13*t^4-13*t^5+11*t^6-5*t^7+t^8
11a_183,"[[ 1, 0, 0, 0, 0, 0], [ -1, -1, 0, 0, 0, -1], [ 0, 0, 1, 0, 0, 0], [ 0, 0, -1, 2, 0, 0], [ 0, 0, 1, -1, 1, 0], [ -1, 0, -1, 1, -1, -1]]",2,,,2-11*t+27*t^2-35*t^3+27*t^4-11*t^5+2*t^6
11a_184,"[[ -1, 0, 0, -1, -1, 0, 0, -1], [ 0, 1, 0, 0, 0, 0, 0, -1], [ 0, 1, 1, 0, 0, 1, 0, -1], [ 0, 0, 0, -1, -1, 0, 0, 0], [ 0, 0, 0, 0, 1, 0, 0, 0], [ 0, 1, 0, 0, 0, 1, 0, -1], [ 0, 1, 1, 0, 0, 1, 1, -1], [ 0, 0, 0, -1, -1, 0, 0, -1]]",-1,,,1-5*t+11*t^2-17*t^3+19*t^4-17*t^5+11*t^6-5*t^7+t^8
11a_185,"[[ -1, 0, 0, -1, -1, -1], [ 0, 1, 0, 0, 0, -1], [ 0, -1, 2, 0, 0, 1], [ 0, 0, 0, -1, -1, 0], [ 0, 0, 0, 0, 1, 0], [ 0, 0, 0, -1, -1, -1]]",-2,,,2-11*t+25*t^2-33*t^3+25*t^4-11*t^5+2*t^6
11a_186,"[[ -1, 0, 0, -1, 0, 0], [ 0, -1, 0, -1, 0, 1], [ 0, 0, -1, 0, 0, -1], [ 0, 0, 0, -2, 0, 0], [ 0, -1, 0, -1, -1, 1], [ 0, 0, 0, 1, 0, -2]]",4,,,4-12*t+20*t^2-23*t^3+20*t^4-12*t^5+4*t^6
11a_187,"[[ -1, 0, 0, 0, 0, 0], [ 0, 2, 0, 0, 0, 0], [ -1, 0, -1, 0, 0, 0], [ -1, -1, -1, 1, 0, 1], [ 0, 0, 0, 0, -1, 0], [ 0, -1, 0, 0, 1, 1]]",-2,,,2-11*t+27*t^2-37*t^3+27*t^4-11*t^5+2*t^6
11a_188,"[[ 1, 0, 0, 0, 0, 0], [ -1, -1, -1, -1, -1, 0], [ -1, 0, -1, 0, -1, 0], [ -1, 0, -1, -1, -1, 0], [ -1, 0, 0, 0, -1, 1], [ 0, 0, 0, 0, 0, 2]]",2,,,2-9*t+15*t^2-15*t^3+15*t^4-9*t^5+2*t^6
11a_189,"[[ 1, 0, 0, 0, 0, 0, 0, 0], [ -1, -1, 0, -1, 0, -1, 0, -1], [ 0, 0, 1, 0, 0, 0, 0, 0], [ -1, 0, 0, -1, -1, 0, -1, 0], [ 0, 0, 1, 0, 1, 0, 1, 0], [ -1, 0, -1, -1, -1, -1, -1, -1], [ 0, 0, 1, 0, 0, 0, 1, 0], [ -1, 0, 0, -1, -1, 0, -1, -1]]",1,,,1-6*t+17*t^2-31*t^3+39*t^4-31*t^5+17*t^6-6*t^7+t^8
11a_190,"[[ -1, 0, 0, 0, 0, 0], [ -1, -1, 0, 0, 0, 0], [ -1, -1, 1, 1, 0, 1], [ 0, 0, 0, 1, 0, 0], [ 0, 0, 0, 1, -2, 0], [ 0, 0, 0, 1, 0, 1]]",-2,,,2-9*t+19*t^2-25*t^3+19*t^4-9*t^5+2*t^6
11a_191,"[[ -1, 0, 0, -1, 0, 0], [ 0, -1, -1, 0, -1, -1], [ 0, 0, -1, 0, 0, -1], [ 0, 0, 0, -2, 0, 0], [ 0, 0, -1, 0, -1, -1], [ 0, 0, 0, 1, 0, -2]]",4,,,4-11*t+17*t^2-19*t^3+17*t^4-11*t^5+4*t^6
11a_192,"[[ -1, -1, 0, 0], [ 0, -2, 0, 0], [ 0, 0, -2, 0], [ 0, 1, -1, -2]]",8,,,8-24*t+33*t^2-24*t^3+8*t^4
11a_193,"[[ 1, 0, 0, 0, 0, 0], [ -1, -1, 0, -1, 0, 0], [ 0, 0, 1, 0, 0, 1], [ -1, 0, 0, -1, 1, 0], [ 0, 0, 1, 0, 2, 1], [ 0, 0, 0, 0, 0, 1]]",2,,,2-10*t+22*t^2-27*t^3+22*t^4-10*t^5+2*t^6
11a_194,"[[ 1, 0, 0, 0, 0, 0, 0, 0], [ -1, -1, 0, 0, 0, -1, 0, 0], [ 0, 0, 1, 0, 0, 0, 0, 0], [ 0, 0, 1, 1, 0, 0, 0, 1], [ 0, 0, 1, 1, 1, 0, 1, 1], [ -1, 0, 0, -1, -1, -1, -1, 0], [ 0, 0, 1, 1, 0, 0, 1, 1], [ 0, 0, 1, 0, 0, 0, 0, 1]]",1,,,1-5*t+12*t^2-18*t^3+21*t^4-18*t^5+12*t^6-5*t^7+t^8
11a_195,"[[ 1, 0, 0, 0], [ -1, -1, 0, -1], [ 0, 0, 3, 0], [ -1, 0, -1, -1]]",3,,,3-13*t+21*t^2-13*t^3+3*t^4
11a_196,"[[ 1, 0, 0, 0, 0, 0, 0, 0], [ -1, -1, 0, -1, 0, -1, 0, 0], [ 0, 0, 1, 0, 0, 0, 0, 0], [ -1, 0, 0, -1, -1, 0, -1, 0], [ 0, 0, 1, 0, 1, 0, 1, 1], [ -1, 0, 0, -1, -1, -1, -1, -1], [ 0, 0, 1, 0, 0, 0, 1, 1], [ 0, 0, 1, 0, 0, 0, 0, 1]]",-1,,,1-6*t+17*t^2-31*t^3+37*t^4-31*t^5+17*t^6-6*t^7+t^8
11a_197,"[[ -1, -1, -1, 0, -1, 0], [ 0, -2, -1, 0, -2, 0], [ 0, -1, -2, 0, -1, 0], [ 0, 1, 1, 1, 1, 1], [ 0, -1, -1, 0, -2, 0], [ 0, 1, 0, 0, 1, 1]]",3,,,3-14*t+33*t^2-43*t^3+33*t^4-14*t^5+3*t^6
